date,mktcap,vol,open_price,close_price
2021-10-01,376281704.0,3038139.0,249.78,267.51
2021-09-30,357341322.0,6866175.0,237.53,249.78
2021-09-29,352732460.0,5707269.0,233.95,237.53
2021-09-28,367416050.0,2742696.0,244.31,233.95
2021-09-27,378288345.0,1627399.0,248.92,244.31
2021-09-26,370338641.0,2033765.0,245.87,248.92
2021-09-25,375068637.0,1643574.0,247.66,245.87
2021-09-24,405299958.0,2190226.0,270.01,247.66
2021-09-23,387426095.0,4649674.0,257.57,270.01
2021-09-22,351638077.0,9003067.0,234.26,257.57
2021-09-21,365458833.0,4421521.0,243.87,234.26
2021-09-20,401508305.0,1538955.0,266.86,243.87
2021-09-19,418155969.0,2411179.0,277.95,266.86
2021-09-18,418261400.0,1833425.0,278.09,277.95
2021-09-17,432712669.0,1461758.0,287.55,278.09
2021-09-16,443510182.0,3230472.0,294.73,287.55
2021-09-15,431905959.0,4935672.0,287.02,294.73
2021-09-14,413398348.0,1124837.0,274.75,287.02
2021-09-13,429890462.0,1360742.0,285.05,274.75
2021-09-12,425977813.0,1132984.0,283.05,285.05
2021-09-11,414257358.0,2681202.0,275.45,283.05
2021-09-10,443984012.0,3820596.0,294.76,275.45
2021-09-09,404768977.0,2595297.0,268.49,294.76
2021-09-08,398604040.0,5438980.0,263.6,268.49
2021-09-07,470283769.0,3330639.0,313.22,263.6
2021-09-06,463764731.0,2553153.0,308.21,313.22
2021-09-05,456595087.0,4023288.0,303.54,308.21
2021-09-04,468885860.0,15116126.0,311.88,303.54
2021-09-03,466509428.0,13635818.0,310.45,311.88
2021-09-02,446684002.0,16955024.0,297.01,310.45
2021-09-01,432367230.0,23034826.0,287.49,297.01
2021-08-31,462528306.0,84869101.0,310.37,287.49
2021-08-30,443453238.0,5108516.0,295.67,310.37
2021-08-29,437593022.0,4562755.0,290.58,295.67
2021-08-28,445154876.0,5934780.0,297.36,290.58
2021-08-27,470198093.0,5077695.0,312.48,297.36
2021-08-26,511162545.0,10634543.0,339.7,312.48
2021-08-25,424107860.0,9159791.0,281.8,339.7
2021-08-24,383096747.0,5179200.0,254.27,281.8
2021-08-23,354273297.0,3562832.0,235.2,254.27
2021-08-22,349064086.0,3391903.0,232.44,235.2
2021-08-21,351906186.0,4237689.0,234.29,232.44
2021-08-20,323607658.0,3538450.0,217.99,234.29
2021-08-19,322457291.0,4083742.0,213.84,217.99
2021-08-18,319803048.0,4904012.0,211.29,213.84
2021-08-17,336004300.0,4722539.0,220.21,211.29
2021-08-16,340388262.0,4321014.0,227.07,220.21
2021-08-15,340024712.0,5026180.0,225.74,227.07
2021-08-14,340624239.0,6132348.0,226.82,225.74
2021-08-13,345399167.0,3535849.0,229.76,226.82
2021-08-12,356232963.0,3753829.0,236.79,229.76
2021-08-11,349952295.0,3735337.0,232.59,236.79
2021-08-10,346157780.0,4038611.0,230.51,232.59
2021-08-09,336380786.0,3571978.0,223.48,230.51
2021-08-08,352080142.0,4327196.0,234.22,223.48
2021-08-07,321086542.0,3808902.0,213.49,234.22
2021-08-06,314327619.0,3876884.0,208.69,213.49
2021-08-05,309676094.0,3222251.0,205.53,208.69
2021-08-04,287744681.0,2962694.0,191.22,205.53
2021-08-03,294954827.0,3882256.0,195.84,191.22
2021-08-02,280830394.0,4158946.0,186.85,195.84
2021-08-01,281828823.0,4282856.0,187.85,186.85
2021-07-31,280478973.0,4045137.0,186.67,187.85
2021-07-30,274619254.0,3982799.0,182.52,186.67
2021-07-29,282569252.0,6007961.0,188.0,182.52
2021-07-28,285629989.0,7005884.0,190.35,188.0
2021-07-27,282246148.0,6449989.0,187.48,190.35
